Ledgerstyle,county,geotype,Character2008,POP2010,WHITEONLY2010,BlackONLY2010,ASIANONLY2010,HISPANIC2010,_2010PopSqMile,POP2000,StateLegDISTRICT2011,2010FIPS,2000FIPS,EMPTY,Statemuniname,1968statecode,TreasuryTaxationcode03,Federalcode03,2003LegislativeDistrict,AlternateCountyCodestate,COUNTY00,muniname06,njmuncode,DOEco_code,DOEdist_code,DOEco_name,DOEdis_name,DOEdfg,MUNICIPALITY,AREA_IN_SQUARE_Miles00WRONG,DENSITY_PER_Square_MileWRONG,Character10,SUMLEV10,GEOCOMP10,CHARITER10,CIFSN10,LOGRECNO10,REGION10,DIVISION10,STATE10,COUNTY10,COUNTYCC10,COUNTYSC10,COUSUB10,COUSUBCC10,COUSUBSC10,CBSA10,CBSASC10,METDIV10,CSA10,CD10,SLDU10,SLDL10,SDELM10,SDSEC10,SDUNI10,AREALAND10,AREAWATR10,AREAname10,FUNCSTAT10,GCUNI10,POP10010,HU10010,INTPTLAT10,INTPTLON10,LSADC10,STATENS10,COUNTYNS10,COUSUBNS10,PLACENS,CSASC10,MEMI10,PUMA10,RESERVED10,2010FIPS,SUMLEV00,LOGRECNO00,STATECE00,STATEFIPS00,COUNTYFIPS00,COUNTYSC00,COUSUBFIPS00,COUSUBCC00,COUSUBSC00,PLACE00,PLACECC00,PLACEDC00,MSACMSA00,MASC00,CMSA00,MACCI00,PMSA00,CD106,AREALAND00,AREAWATR00,NAME00,FUNCSTAT00,GCUNI00,POP10000,HU10000,INTPTLAT00,INTPTLON00,LSADC00,2000FIPS,LANDSQMI2010,WATRSQMI2010,TOTSQMI2010,_2010PopSqMile,LANDSQMILE2000,WATRSQMILE2000,TOTSQMILE2000,_2000PopSqMile
Closter,Bergen,borough                                                                           ,Suburban,8373,5373,110,2650,501,2645.96858,8383,39,3400313810,3400313810,,Closter Boro,207,207,34003035,39,B07,3,Closter,207,,,,,,Closter Boro,3.17,"2,641.30",Suburban ,60,0,0,  ,12644,1,2,34,3,H1,20,13810,C5,13,35620,23,35644,408,,,,,,,8195853,339397,Closter borough                                                                           ,F,!,8373,2860,40.9728898,-73.9603147,21,1779795,882271,885190,        ,23,1,     ,                  ,3400313810,60,10947,22,34,3,20,13810,C5,13,     ,  ,9,5602,23,70,N,875,  ,8210749,319517,Closter borough                                                                           ,F,Y,8383,2865,40971896,-73964368,21,3400313810,3.164436669,0.13104192,3.295478589,2645.96858,3.170188047,0.123366209,3.293554256,2644.322632
Cresskill,Bergen,borough                                                                         ,Suburban,8573,5911,63,2370,537,4154.467523,7746,37,3400315820,3400315820,,Cresskill Boro,208,208,34003040,39,B08,3,Cresskill,208,,,,,,Cresskill Boro,2,"4,286.50",Suburban ,60,0,0,  ,12831,1,2,34,3,H1,20,15820,C5,13,35620,23,35644,408,,,,,,,5344600,26604,Cresskill borough                                                                         ,F,!,8573,3114,40.9397855,-73.9585808,21,1779795,882271,885193,        ,23,1,     ,                  ,3400315820,60,11135,22,34,3,20,15820,C5,13,     ,  ,9,5602,23,70,N,875,  ,5533049,0,Cresskill borough                                                                         ,F,Y,7746,2702,40942074,-73965049,21,3400315820,2.063561685,0.010271862,2.073833547,4154.467523,2.136322253,0,2.136322253,3625.85747
Demarest,Bergen,borough                                                                          ,Suburban,4881,3427,31,1289,216,2361.756044,4845,39,3400317530,3400317530,,Demarest Boro,209,209,34003045,39,B09,3,Demarest,209,,,,,,Demarest Boro,2.1,"2,324.30",Suburban ,60,0,0,  ,13006,1,2,34,3,H1,20,17530,C5,12,35620,23,35644,408,,,,,,,5352683,29378,Demarest borough                                                                          ,F,!,4881,1659,40.9545757,-73.9565634,21,1779795,882271,885195,        ,23,1,     ,                  ,3400317530,60,11317,22,34,3,20,17530,C5,12,     ,  ,9,5602,23,70,N,875,  ,5354126,12437,Demarest borough                                                                          ,F,N,4845,1634,40955603,-73960446,21,3400317530,2.066682548,0.01134291,2.078025458,2361.756044,2.067239694,0.004801953,2.072041647,2343.704997
Dumont,Bergen,borough                                                                            ,Urban Suburb,17479,13268,445,2620,2580,8814.745604,17503,39,3400318400,3400318400,,Dumont Boro,210,210,34003050,39,B10,3,Dumont,210,,,,,,Dumont Boro,1.8,"9,710.60",Urban Center ,60,0,0,  ,13130,1,2,34,3,H1,20,18400,C5,14,35620,23,35644,408,,,,,,,5135758,7149,Dumont borough                                                                            ,F,!,17479,6542,40.9452388,-73.9924284,21,1779795,882271,885197,        ,23,1,     ,                  ,3400318400,60,11452,22,34,3,20,18400,C5,14,     ,  ,9,5602,23,70,N,875,  ,5144074,0,Dumont borough                                                                            ,F,N,17503,6465,40945173,-73993425,21,3400318400,1.982927334,0.002760244,1.985687579,8814.745604,1.98613816,0,1.98613816,8812.579283
East Rutherford,Bergen,borough,Urban Suburb,8913,6510,401,1242,1563,2403.237091,8716,36,3400319510,3400319510,,East Rutherford Boro,212,212,34003060,36,B12,3,East Rutherford,212,,,,,,East Rutherford Boro,3.7,"2,408.90",Urban Center ,60,0,0,  ,13420,1,2,34,3,H1,20,19510,C5,13,35620,23,35644,408,,,,,,,9605612,888831,East Rutherford borough                                                                   ,F,!,8913,4018,40.8170966,-74.0850235,21,1779795,882271,885201,        ,23,1,     ,                  ,3400319510,60,11731,22,34,3,20,19510,C5,13,     ,  ,9,5602,23,70,N,875,  ,9861844,875853,East Rutherford borough                                                                   ,F,N,8716,3771,40830158,-74097079,21,3400319510,3.708747685,0.343179582,4.051927268,2403.237091,3.807679418,0.338168748,4.145848166,2289.058254
Edgewater,Bergen,borough                                                                         ,Urban Suburb,11513,6135,570,4084,1278,12312.02056,7677,32,3400320020,3400320020,,Edgewater Boro,213,213,34003065,38,B13,3,Edgewater,213,,,,,,Edgewater Boro,0.7,"16,447.10",Urban Center ,60,0,0,  ,13606,1,2,34,3,H1,20,20020,C5,14,35620,23,35644,408,,,,,,,2421904,3849918,Edgewater borough                                                                         ,F,!,11513,6282,40.8237999,-73.9742369,21,1779795,882271,885203,        ,23,1,     ,                  ,3400320020,60,11889,22,34,3,20,20020,C5,13,     ,  ,9,5602,23,70,N,875,  ,2194490,4066142,Edgewater borough                                                                         ,F,N,7677,4277,40829893,-73973911,21,3400320020,0.935102402,1.486461713,2.421564115,12312.02056,0.847297362,1.56994627,2.417243632,9060.573471
Elmwood Park,Bergen,borough,Urban Suburb,19403,14624,1019,2080,4117,7327.895834,18925,35,3400321300,3400321300,,Elmwood Park Boro,211,211,34003067,38,B11,3,Elmwood Park,211,,,,,,Elmwood Park Boro,2.5,"7,761.20",Urban Center ,60,0,0,  ,13678,1,2,34,3,H1,20,21300,C5,14,35620,23,35644,408,,,,,,,6857840,285067,Elmwood Park borough                                                                      ,F,!,19403,7385,40.9045259,-74.1195136,21,1779795,882271,885207,        ,23,1,     ,                  ,3400321300,60,11950,22,34,3,20,21300,C5,14,     ,  ,9,5602,23,70,N,875,  ,6874781,285221,Elmwood Park borough                                                                      ,F,N,18925,7242,40905639,-74119909,21,3400321300,2.64782694,0.110064989,2.757891929,7327.895834,2.654367897,0.110124448,2.764492345,7129.757719
Emerson,Bergen,borough                                                                           ,Urban Suburb,7401,6462,80,633,619,3358.927875,7197,39,3400321450,3400321450,,Emerson Boro,214,214,34003070,39,B14,3,Emerson,214,,,,,,Emerson Boro,2.2,"3,364.10",Urban Center ,60,0,0,  ,13972,1,2,34,3,H1,20,21450,C5,13,35620,23,35644,408,,,,,,,5706732,507127,Emerson borough                                                                           ,F,!,7401,2552,40.9749901,-74.0232476,21,1779795,882271,885208,        ,23,1,     ,                  ,3400321450,60,12262,22,34,3,20,21450,C5,13,     ,  ,9,5602,23,70,N,875,  ,5795507,476206,Emerson borough                                                                           ,F,Y,7197,2398,40975140,-74027258,21,3400321450,2.203381637,0.195802838,2.399184475,3358.927875,2.237657858,0.183864172,2.42152203,3216.309399
Englewood,Bergen,city                                                                            ,Urban Center,27147,12292,8845,2199,7460,5524.608863,26203,37,3400321480,3400321480,,Englewood City,215,215,34003075,37,B15,3,Englewood,215,,,,,,Englewood City,4.95,"5,484.20",Urban Center ,60,0,0,  ,14150,1,2,34,3,H1,20,21480,C5,16,35620,23,35644,408,,,,,,,12726766,59636,Englewood city                                                                            ,F,!,27147,10695,40.8911966,-73.972515,25,1779795,882271,885209,        ,23,1,     ,                  ,3400321480,60,12442,22,34,3,20,21480,C5,16,     ,  ,9,5602,23,70,N,875,  ,12751938,35898,Englewood city                                                                            ,F,N,26203,9614,40893343,-73975801,25,3400321480,4.913832033,0.023025589,4.936857623,5524.608863,4.923550997,0.013860296,4.937411293,5321.971889
Englewood Cliffs,Bergen,borough,Urban Suburb,5281,2976,110,2034,316,2528.080895,5322,37,3400321510,3400321510,,Englewood Cliffs Boro,216,216,34003080,37,B16,3,Englewood Cliffs,216,,,,,,Englewood Cliffs Boro,1.8,"2,933.90",Urban Center ,60,0,0,  ,14522,1,2,34,3,H1,20,21510,C5,13,35620,23,35644,408,,,,,,,5410320,3212569,Englewood Cliffs borough                                                                  ,F,!,5281,1924,40.889682,-73.9420473,21,1779795,882271,885210,        ,23,1,     ,                  ,3400321510,60,12837,22,34,3,20,21510,C5,13,     ,  ,9,5602,23,70,N,875,  ,5417526,3336520,Englewood Cliffs borough                                                                  ,F,N,5322,1889,40882622,-73952498,21,3400321510,2.088936319,1.240379878,3.329316198,2528.080895,2.091718572,1.288237629,3.379956201,2544.319332
Fair Lawn,Bergen,borough,Urban Suburb,32457,27380,567,3154,3296,6315.437917,31637,38,3400322470,3400322470,,Fair Lawn Boro,217,217,34003085,38,B17,3,Fair Lawn,217,,,,,,Fair Lawn Boro,5.3,"6,124.00",Urban Center ,60,0,0,  ,14657,1,2,34,3,H1,20,22470,C5,16,35620,23,35644,408,,,,,,,13310754,161293,Fair Lawn borough                                                                         ,F,!,32457,12266,40.9358333,-74.1175036,21,1779795,882271,885214,        ,23,1,     ,                  ,3400322470,60,12979,22,34,3,20,22470,C5,16,     ,  ,9,5602,23,70,N,875,  ,13386640,132205,Fair Lawn borough                                                                         ,F,N,31637,12006,40933943,-74116711,21,3400322470,5.13931107,0.062275578,5.201586648,6315.437917,5.16861082,0.051044638,5.219655458,6120.98707
Fairview,Bergen,borough                                                                          ,Urban Suburb,13835,9186,407,640,7558,16421.82323,13255,32,3400322560,3400322560,,Fairview Boro,218,218,34003090,32,B18,3,Fairview,218,,,,,,Fairview Boro,0.85,"16,276.50",Urban Center ,60,0,0,  ,15179,1,2,34,3,H1,20,22560,C5,14,35620,23,35644,408,,,,,,,2182004,2824,Fairview borough                                                                          ,F,!,13835,5150,40.8210539,-74.0030608,21,1779795,882271,885215,        ,23,1,     ,                  ,3400322560,60,13497,22,34,3,20,22560,C5,14,     ,  ,9,5602,23,70,N,875,  ,2202708,0,Fairview borough                                                                          ,F,Y,13255,4988,40816737,-74000826,21,3400322560,0.84247649,0.001090353,0.843566843,16421.82323,0.85047035,0,0.85047035,15585.49337
Fort Lee,Bergen,borough,Urban Suburb,35345,18905,973,13587,3877,13910.91904,35461,37,3400324420,3400324420,,Fort Lee Boro,219,219,34003095,38,B19,3,Fort Lee,219,,,,,,Fort Lee Boro,2.5,"14,138.00",Urban Center ,60,0,0,  ,15295,1,2,34,3,H1,20,24420,C5,16,35620,23,35644,408,,,,,,,6580667,897562,Fort Lee borough                                                                          ,F,!,35345,17818,40.8506403,-73.9710074,21,1779795,882271,885223,        ,23,1,     ,                  ,3400324420,60,13607,22,34,3,20,24420,C5,16,     ,  ,9,5602,23,70,N,875,  ,6559439,901862,Fort Lee borough                                                                          ,F,N,35461,17446,40849879,-73975014,21,3400324420,2.540809842,0.34655064,2.887360482,13910.91904,2.532613665,0.34821088,2.880824544,14001.74077
Franklin Lakes,Bergen,borough,Suburban,10590,9417,149,777,525,1129.080522,10422,40,3400324990,3400324990,,Franklin Lakes Boro,220,220,34003100,40,B20,3,Franklin Lakes,220,,,,,,Franklin Lakes Boro,9.73,"1,088.40",Suburban ,60,0,0,  ,15708,1,2,34,3,H1,20,24990,C5,14,35620,23,35644,408,,,,,,,24292309,1214467,Franklin Lakes borough                                                                    ,F,!,10590,3692,41.0075291,-74.2056517,21,1779795,882271,885225,        ,23,1,     ,                  ,3400324990,60,13982,22,34,3,20,24990,C5,14,     ,  ,9,5602,23,70,N,875,  ,24482224,975066,Franklin Lakes borough                                                                    ,F,N,10422,3395,41010433,-74208471,21,3400324990,9.37931334,0.46890835,9.848221691,1129.080522,9.452639935,0.376475103,9.829115038,1102.549137
Garfield,Bergen,city                                                                             ,Urban Suburb,30487,23393,1981,678,9830,14524.77011,29786,35,3400325770,3400325770,,Garfield City,221,221,34003105,36,B21,3,Garfield,221,,,,,,Garfield City,2.1,"14,517.60",Urban Center ,60,0,0,  ,15898,1,2,34,3,H1,20,25770,C5,16,35620,23,35644,408,,,,,,,5436297,157631,Garfield city                                                                             ,F,!,30487,11788,40.8797971,-74.1082503,25,1779795,882271,885228,        ,23,1,     ,                  ,3400325770,60,14169,22,34,3,20,25770,C5,16,     ,  ,9,5602,23,70,N,875,  ,5519865,163072,Garfield city                                                                             ,F,N,29786,11698,40879858,-74108077,25,3400325770,2.098966096,0.060861672,2.159827768,14524.77011,2.131231882,0.062962454,2.194194336,13975.95459
Glen Rock,Bergen,borough,Urban Suburb,11601,10111,159,1054,527,4275.156654,11546,38,3400326640,3400326640,,Glen Rock Boro,222,222,34003110,35,B22,3,Glen Rock,222,,,,,,Glen Rock Boro,2.8,"4,143.20",Urban Center ,60,0,0,  ,16238,1,2,34,3,H1,20,26640,C5,14,35620,23,35644,408,,,,,,,7028152,63232,Glen Rock borough                                                                         ,F,!,11601,4016,40.9594705,-74.125202,21,1779795,882271,885233,        ,23,1,     ,                  ,3400326640,60,14518,22,34,3,20,26640,C5,14,     ,  ,9,5602,23,70,N,875,  ,7042631,32593,Glen Rock borough                                                                         ,F,Y,11546,4024,40961109,-74125766,21,3400326640,2.713584773,0.024414013,2.737998786,4275.156654,2.719175147,0.012584228,2.731759375,4246.140604
Hackensack,Bergen,city                                                                           ,Urban Center,43010,20072,10511,4432,15186,10290.03241,42677,37,3400328680,3400328680,,Hackensack City,223,223,34003115,37,B23,3,Hackensack,223,,,,,,Hackensack City,4,"10,752.50",Urban Center ,60,0,0,  ,16458,1,2,34,3,H1,20,28680,C5,16,35620,23,35644,408,,,,,,,10825562,430212,Hackensack city                                                                           ,F,!,43010,19375,40.8893976,-74.0456981,25,1779795,882271,885236,        ,23,1,     ,                  ,3400328680,60,14728,22,34,3,20,28680,C5,16,     ,  ,9,5602,23,70,N,875,  ,10670984,485386,Hackensack city                                                                           ,F,N,42677,18945,40887797,-74047978,25,3400328680,4.179773034,0.166105789,4.345878823,10290.03241,4.120090132,0.18740859,4.307498722,10358.26854
Harrington Park,Bergen,borough,Suburban,4664,3720,32,813,163,2545.947583,4740,39,3400330150,3400330150,,Harrington Park Boro,224,224,34003120,39,B24,3,Harrington Park,224,,,,,,Harrington Park Boro,2.02,"2,308.90",Suburban ,60,0,0,  ,17003,1,2,34,3,H1,20,30150,C5,12,35620,23,35644,408,,,,,,,4744679,588648,Harrington Park borough                                                                   ,F,!,4664,1624,40.9916807,-73.9802022,21,1779795,882271,885244,        ,23,1,     ,                  ,3400330150,60,15253,22,34,3,20,30150,C5,12,     ,  ,9,5602,23,70,N,875,  ,4804945,551182,Harrington Park borough                                                                   ,F,N,4740,1583,40989357,-73979588,21,3400330150,1.831930882,0.227278273,2.059209155,2545.947583,1.855199715,0.212812569,2.068012284,2554.980987
Hasbrouck Heights,Bergen,borough,Urban Suburb,11842,9632,339,1183,1760,7865.3935,11662,38,3400330420,3400330420,,Hasbrouck Heights Boro,225,225,34003125,38,B25,3,Hasbrouck Heights,225,,,,,,Hasbrouck Heights Boro,1.56,"7,591.00",Urban Center ,60,0,0,  ,17140,1,2,34,3,H1,20,30420,C5,14,35620,23,35644,408,,,,,,,3899441,10274,Hasbrouck Heights borough                                                                 ,F,!,11842,4627,40.8627507,-74.0751822,21,1779795,882271,885247,        ,23,1,     ,                  ,3400330420,60,15397,22,34,3,20,30420,C5,14,     ,  ,9,5602,23,70,N,875,  ,3904917,0,Hasbrouck Heights borough                                                                 ,F,N,11662,4617,40862890,-74075062,21,3400330420,1.505582651,0.003966814,1.509549465,7865.3935,1.507696947,0,1.507696947,7734.976199
Haworth,Bergen,borough                                                                           ,Urban Suburb,3382,2860,39,402,148,1739.160878,3390,39,3400330540,3400330540,,Haworth Boro,226,226,34003130,39,B26,3,Haworth,226,,,,,,Haworth Boro,1.97,"1,716.80",Urban Center ,60,0,0,  ,17343,1,2,34,3,H1,20,30540,C5,12,35620,23,35644,408,,,,,,,5036532,1065005,Haworth borough                                                                           ,F,!,3382,1136,40.9617128,-73.9974371,21,1779795,882271,885248,        ,23,1,     ,                  ,3400330540,60,15593,22,34,3,20,30540,C5,12,     ,  ,9,5602,23,70,N,875,  ,5068419,1042956,Haworth borough                                                                           ,F,N,3390,1146,40960118,-73988773,21,3400330540,1.94461596,0.411200747,2.355816707,1739.160878,1.9569276,0.40268758,2.35961518,1732.307317
Hillsdale,Bergen,borough                                                                         ,Urban Suburb,10219,9138,103,640,794,3464.760979,10087,39,3400331920,3400331920,,Hillsdale Boro,227,227,34003135,39,B27,3,Hillsdale,227,,,,,,Hillsdale Boro,2.9,"3,523.80",Urban Center ,60,0,0,  ,17484,1,2,34,3,H1,20,31920,C5,14,35620,23,35644,408,,,,,,,7638936,19897,Hillsdale borough                                                                         ,F,!,10219,3567,41.0071268,-74.0451189,21,1779795,882271,885255,        ,23,1,     ,                  ,3400331920,60,15698,22,34,3,20,31920,C5,14,     ,  ,9,5602,23,70,N,875,  ,7722075,10274,Hillsdale borough                                                                         ,F,N,10087,3547,41007389,-74042472,21,3400331920,2.949409804,0.007682275,2.957092079,3464.760979,2.981509953,0.003966814,2.985476767,3383.185084
